Seed,Feature_Type,Label,Train_Loss,Train_Accuracy,Train_ROC_AUC,Test_Loss,Test_Accuracy,Test_ROC_AUC,Weight_Norm,Cosine_Sim_Input_Recons,Cosine_Sim_Input_Diff,Cosine_Sim_Recons_Diff
0,sae_input,target,0.023511353309334695,1.0,1.0,0.06209930073890616,0.9802816901408451,0.9981269841269842,2.824753999710083,0.8224331140518188,0.4300532042980194,-0.06698835641145706
0,sae_recons,target,0.031591495803347566,0.9971771347918137,0.9999880469991993,0.07568194262787158,0.9746478873239437,0.9973015873015872,2.945716619491577,0.8224331140518188,0.4300532042980194,-0.06698835641145706
0,sae_diff,target,0.055341135298564825,0.9985885673959068,0.9999980078331998,0.08988904047094189,0.971830985915493,0.999079365079365,4.068978309631348,0.8224331140518188,0.4300532042980194,-0.06698835641145706
1,sae_input,target,0.023884066911904055,1.0,1.0,0.04465214479156229,0.9859154929577465,0.9993967104845367,2.849971055984497,0.8233752846717834,0.43149513006210327,-0.06377855688333511
1,sae_recons,target,0.03198332274561055,0.9978828510938603,0.9999880468563231,0.05737169887723704,0.9830985915492958,0.9986664126500285,2.9738054275512695,0.8233752846717834,0.43149513006210327,-0.06377855688333511
1,sae_diff,target,0.05649416575475273,0.9992942836979535,0.9999980078093872,0.07472344431803665,0.9943661971830986,0.9997777354416715,4.098350524902344,0.8233752846717834,0.43149513006210327,-0.06377855688333511
2,sae_input,target,0.024405779139156127,1.0,1.0,0.03720523401727312,1.0,1.0,2.834390163421631,0.8251627087593079,0.4303688406944275,-0.06010358780622482
2,sae_recons,target,0.03262311265354873,0.9978828510938603,0.9999860506639884,0.047775105925922934,0.9943661971830986,0.9998405103668262,2.953728675842285,0.8251627087593079,0.4303688406944275,-0.06010358780622482
2,sae_diff,target,0.05655849593662607,0.9985885673959068,0.9999980072377126,0.07666518050428063,0.9887323943661972,0.9998086124401914,4.076657772064209,0.8251627087593079,0.4303688406944275,-0.06010358780622482
3,sae_input,target,0.022844941136119238,1.0,1.0,0.07325879054792403,0.9746478873239437,0.9964721586575133,2.8029367923736572,0.8299120664596558,0.43865150213241577,-0.04878274351358414
3,sae_recons,target,0.031094092326480017,0.9971771347918137,0.9999860538322076,0.0769714934656715,0.9746478873239437,0.9965039410119502,2.93204665184021,0.8299120664596558,0.43865150213241577,-0.04878274351358414
3,sae_diff,target,0.054711742152048076,0.9992942836979535,0.9999980076903153,0.09316357575205285,0.9746478873239437,0.9971078057462497,4.081453323364258,0.8299120664596558,0.43865150213241577,-0.04878274351358414
4,sae_input,target,0.022887119953711937,1.0,0.9999999999999999,0.0614133264771594,0.9746478873239437,0.9986931854401733,2.8245339393615723,0.8291800618171692,0.4239537715911865,-0.06552992761135101
4,sae_recons,target,0.03000835570369812,0.9985885673959068,0.9999940219990435,0.0773412887644129,0.971830985915493,0.9971632561994007,2.949972152709961,0.8291800618171692,0.4239537715911865,-0.06552992761135101
4,sae_diff,target,0.054970528291289886,0.9992942836979535,1.0,0.091537681745569,0.9830985915492958,0.9988206795435711,4.072238445281982,0.8291800618171692,0.4239537715911865,-0.06552992761135101
5,sae_input,target,0.02389017891537947,1.0,1.0,0.050569093023970516,0.9830985915492958,0.998570339306138,2.8349223136901855,0.8241694569587708,0.42708829045295715,-0.06314985454082489
5,sae_recons,target,0.03208486066665503,0.9978828510938603,0.9999820696415124,0.05906984873989785,0.9774647887323944,0.9985703393061381,2.9568474292755127,0.8241694569587708,0.42708829045295715,-0.06314985454082489
