Seed,Feature_Type,Label,Train_Loss,Train_Accuracy,Train_ROC_AUC,Test_Loss,Test_Accuracy,Test_ROC_AUC,Weight_Norm,Cosine_Sim_Input_Recons,Cosine_Sim_Input_Diff,Cosine_Sim_Recons_Diff
0,sae_input,target,0.3951973617076874,0.8204166889190674,0.9041101503059731,0.5178671479225159,0.76500004529953,0.839115071780968,3.875,0.62109375,0.5703125,-0.0849609375
0,sae_recons,target,0.4537249803543091,0.78125,0.8661808782802174,0.539232075214386,0.7350000143051147,0.8185641584070402,3.546875,0.62109375,0.5703125,-0.0849609375
0,sae_diff,target,0.35208821296691895,0.85916668176651,0.9345859294053595,0.48727235198020935,0.7633333802223206,0.8470376461176052,5.3125,0.62109375,0.5703125,-0.0849609375
1,sae_input,target,0.5932348966598511,0.7141667008399963,0.9059989886613378,0.794053852558136,0.675000011920929,0.8339299255096123,3.8125,0.61328125,0.5703125,-0.0908203125
1,sae_recons,target,0.6320692896842957,0.6954166889190674,0.8719013861452161,0.7692211270332336,0.6700000166893005,0.8195726838842053,3.609375,0.61328125,0.5703125,-0.0908203125
1,sae_diff,target,0.35065847635269165,0.8600000143051147,0.9375074669578434,0.5144773721694946,0.7583333253860474,0.8438656942771756,5.34375,0.61328125,0.5703125,-0.0908203125
2,sae_input,target,0.4265285134315491,0.8016666769981384,0.9117341705607882,0.5223872065544128,0.7566666603088379,0.8500850085008501,3.578125,0.58984375,0.57421875,-0.1201171875
2,sae_recons,target,0.5439350605010986,0.7325000166893005,0.8820614156616257,0.6352203488349915,0.6766666769981384,0.8200320032003201,3.46875,0.58984375,0.57421875,-0.1201171875
2,sae_diff,target,0.3722643554210663,0.8391667008399963,0.9396753174151782,0.5285096764564514,0.746666669845581,0.8390227911680057,5.1875,0.58984375,0.57421875,-0.1201171875
3,sae_input,target,0.40942028164863586,0.8129166960716248,0.8960233222870064,0.5441062450408936,0.7316666841506958,0.8119805324681096,3.640625,0.6015625,0.5859375,-0.0888671875
3,sae_recons,target,0.47600841522216797,0.7670833468437195,0.8681885227458965,0.5748791694641113,0.721666693687439,0.7999966665185119,3.390625,0.6015625,0.5859375,-0.0888671875
