Seed,Feature_Type,Label,Train_Loss,Train_Accuracy,Train_ROC_AUC,Test_Loss,Test_Accuracy,Test_ROC_AUC,Weight_Norm,Cosine_Sim_Input_Recons,Cosine_Sim_Input_Diff,Cosine_Sim_Recons_Diff
0,sae_input,target,0.035974111632446,1.0,1.0,1.158883688327381,0.73,0.7934019289746211,4.50394344329834,0.15621326863765717,0.6353586316108704,-0.1009446531534195
0,sae_recons,target,0.1568527017746164,0.96125,0.9920860891280253,1.2116324828995384,0.6933333333333334,0.7300324458864839,5.203167915344238,0.15621326863765717,0.6353586316108704,-0.1009446531534195
0,sae_diff,target,0.03235506837467469,1.0,1.0,1.2192155761741381,0.7233333333333334,0.7878572380994711,4.434714317321777,0.15621326863765717,0.6353586316108704,-0.1009446531534195
1,sae_input,target,0.033972119976303984,1.0,1.0,1.071515621154126,0.735,0.8089789910343905,4.4548749923706055,0.13198961317539215,0.6327515244483948,-0.13224519789218903
1,sae_recons,target,0.15210915961412785,0.9629166666666666,0.9931977750549428,1.0156409961326225,0.705,0.7593001471965743,5.247070789337158,0.13198961317539215,0.6327515244483948,-0.13224519789218903
1,sae_diff,target,0.03054958928769057,1.0,1.0,1.1304294407866973,0.7116666666666667,0.78544984165217,4.37923526763916,0.13198961317539215,0.6327515244483948,-0.13224519789218903
2,sae_input,target,0.0328154737881515,0.9995833333333334,1.0,1.2733303930458915,0.7116666666666667,0.7785445211187786,4.4168701171875,0.1880684792995453,0.6036437153816223,-0.09172995388507843
2,sae_recons,target,0.1491521157407834,0.9591666666666666,0.9934853759502664,1.1721693033398013,0.6933333333333334,0.7411630051894078,5.158387660980225,0.1880684792995453,0.6036437153816223,-0.09172995388507843
2,sae_diff,target,0.03188789326538373,1.0,1.0,1.1523335277501865,0.705,0.7862786278627864,4.4279327392578125,0.1880684792995453,0.6036437153816223,-0.09172995388507843
3,sae_input,target,0.03497431257907641,1.0,1.0,1.061369738381451,0.7433333333333333,0.8098693275256679,4.467171669006348,0.1379690170288086,0.6436430215835571,-0.12013408541679382
3,sae_recons,target,0.1540713951532732,0.9591666666666666,0.9926541462615174,1.149920452526883,0.6916666666666667,0.7346326503400151,5.182795524597168,0.1379690170288086,0.6436430215835571,-0.12013408541679382
3,sae_diff,target,0.03173554371718653,1.0,1.0,1.1224140995474512,0.725,0.7891906306946975,4.418601989746094,0.1379690170288086,0.6436430215835571,-0.12013408541679382
4,sae_input,target,0.03322998810368733,1.0,1.0,1.2862603743650312,0.7016666666666667,0.7716327188274383,4.421267032623291,0.1527341604232788,0.6472467184066772,-0.100350022315979
4,sae_recons,target,0.16358712016596152,0.9579166666666666,0.9905499409371309,1.0699318517947185,0.6983333333333334,0.7561533931170894,5.108480930328369,0.1527341604232788,0.6472467184066772,-0.100350022315979
4,sae_diff,target,0.03048955814582592,1.0,1.0,1.1824158641451452,0.72,0.785723016746119,4.374396800994873,0.1527341604232788,0.6472467184066772,-0.100350022315979
5,sae_input,target,0.0336954563603732,1.0,1.0,1.1907185898386323,0.7183333333333334,0.784930943677152,4.444464206695557,0.15370900928974152,0.638365626335144,-0.10996784269809723
5,sae_recons,target,0.1486091720030173,0.9645833333333333,0.9936451344757878,1.1758028022085463,0.6683333333333333,0.724085823175813,5.234805583953857,0.15370900928974152,0.638365626335144,-0.10996784269809723
5,sae_diff,target,0.030964959347958506,1.0,1.0,1.203794902089779,0.7083333333333334,0.769919665774064,4.384360313415527,0.15370900928974152,0.638365626335144,-0.10996784269809723
6,sae_input,target,0.03292222858433719,1.0,1.0,1.2949653838370632,0.7,0.7678507834757835,4.376443862915039,0.16764262318611145,0.6191115379333496,-0.1177801638841629
6,sae_recons,target,0.15209385070823978,0.9625,0.9930555555555555,1.1486104191944302,0.7,0.7242031695156695,5.186888694763184,0.16764262318611145,0.6191115379333496,-0.1177801638841629
6,sae_diff,target,0.031046254015623685,1.0,1.0,1.2856856494073357,0.705,0.7600271545584045,4.368833541870117,0.16764262318611145,0.6191115379333496,-0.1177801638841629
7,sae_input,target,0.03401412257168265,1.0,1.0,1.1499915721907898,0.715,0.7984242868731317,4.465219497680664,0.1603354811668396,0.6196762919425964,-0.090187206864357
7,sae_recons,target,0.15862717406916607,0.9616666666666667,0.9923756467922369,1.0218802631106203,0.71,0.7574535231300907,5.239377498626709,0.1603354811668396,0.6196762919425964,-0.090187206864357
7,sae_diff,target,0.030539098785001297,1.0,1.0,1.294789886340236,0.7133333333333334,0.7779333488904446,4.376023292541504,0.1603354811668396,0.6196762919425964,-0.090187206864357
